species,fastq_pass,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Unknown,5395314,5395314,Unclassified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Salmonella enterica,17932,17932,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica
Luteimonas granuli,16789,16789,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas granuli
Georgenia wutianyii,16630,16630,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Bogoriellaceae,Georgenia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia wutianyii
Pseudomonas aeruginosa,15954,15954,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa
Luteimonas sp. MC1825,15193,15193,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. MC1825
Paenibacillus larvae,14981,14981,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae
Stenotrophomonas maltophilia,14899,14899,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
Luteimonas sp. YGD11-2,14812,14812,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. YGD11-2
Homo sapiens,14642,14642,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Eukaryota;Metazoa;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
Luteimonas chenhongjianii,13354,13354,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas chenhongjianii
Cellvibrio sp. PSBB006,13203,13203,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio sp. PSBB006
Luteimonas sp. MC1572,12830,12830,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. MC1572
Pseudoxanthomonas mexicana,12629,12629,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas mexicana
Lysobacter enzymogenes,12085,12085,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter enzymogenes
Luteimonas sp. S4-F44,11739,11739,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. S4-F44
Thermobacillus composti,11307,11307,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti
Caldimonas thermodepolymerans,10930,10930,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas;Caldimonas thermodepolymerans
Pseudoxanthomonas sp. X-1,10642,10642,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas sp. X-1
Lysobacter alkalisoli,9876,9876,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter alkalisoli
Lysobacter capsici,9299,9299,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter capsici
Paracoccus kondratievae,9089,9089,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus kondratievae
Actinomadura sp. NAK00032,9041,9041,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura sp. NAK00032
Klebsiella quasipneumoniae,8836,8836,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasipneumoniae
Sorangium cellulosum,8517,8517,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;Sorangium cellulosum
Pseudoxanthomonas daejeonensis,8419,8419,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas daejeonensis
Cellulosimicrobium cellulans,8417,8417,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;Cellulosimicrobium cellulans
Xanthomonas translucens,8363,8363,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas translucens
Saccharomonospora viridis,8332,8332,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora viridis
Lysobacter lycopersici,8283,8283,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter lycopersici
Xanthomonas campestris,8147,8147,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas campestris
Xanthomonas sacchari,8080,8080,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas sacchari
Lysobacter sp. CW239,8067,8067,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp. CW239
Burkholderia cepacia,8055,8055,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia
Pseudoxanthomonas sp. SL93,7673,7673,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas sp. SL93
Actinomarinicola tropica,7547,7547,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Actinomarinicola;Actinomarinicola tropica
Actinomadura madurae,7469,7469,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura madurae
Luteimonas fraxinea,7264,7264,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas fraxinea
Stenotrophomonas rhizophila,7127,7127,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas rhizophila
Lysobacter solisilvae,6690,6690,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter solisilvae
Sandaracinus amylolyticus,6576,6576,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus
Actinomadura sp. WMMA1423,6570,6570,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura sp. WMMA1423
Thermomonas aquatica,6508,6508,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;Thermomonas aquatica
Protaetiibacter sp. SSC-01,6421,6421,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Protaetiibacter,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Protaetiibacter;Protaetiibacter sp. SSC-01
Xanthomonas citri,6385,6385,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri
Ureibacillus thermosphaericus,6376,6376,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus thermosphaericus
Chelatococcus sp. CO-6,6352,6352,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus;Chelatococcus sp. CO-6
Lysobacter sp. 5GHs7-4,6347,6347,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp. 5GHs7-4
Nonomuraea coxensis,6253,6253,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea coxensis
Cellulomonas fimi,6247,6247,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas fimi
Lysobacter sp. H21R4,6241,6241,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp. H21R4
Cellulomonas sp. NS3,6221,6221,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. NS3
Lysobacter terrestris,5911,5911,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter terrestris
Mycolicibacterium hassiacum,5879,5879,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium hassiacum
Symbiobacterium thermophilum,5820,5820,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium thermophilum
Iamia sp. SCSIO 61187,5670,5670,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia sp. SCSIO 61187
Lysobacter soli,5509,5509,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter soli
Aquihabitans sp. Kera 3,5503,5503,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans sp. Kera 3
Cellulomonas sp. PSBB021,5456,5456,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. PSBB021
Cellulomonas palmilytica,5359,5359,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas palmilytica
Nonomuraea phyllanthi,5349,5349,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea phyllanthi
Thermobispora bispora,5220,5220,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Thermobispora;Thermobispora bispora
Stenotrophomonas sp. CW117,5153,5153,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas sp. CW117
Iamia majanohamensis,5117,5117,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia majanohamensis
Lysobacter sp. H23M47,5099,5099,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp. H23M47
Aquihabitans sp. G128,5039,5039,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans sp. G128
Lysobacter luteus,4963,4963,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter luteus
Thermomonas sp. XSG,4924,4924,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;Thermomonas sp. XSG
Thermomonospora amylolytica,4901,4901,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora amylolytica
Nonomuraea sp. ATCC 55076,4875,4875,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea sp. ATCC 55076
Nonomuraea gerenzanensis,4830,4830,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea gerenzanensis
Mesorhizobium sp. 8,4755,4755,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium sp. 8
Thermomonas sp. HDW16,4523,4523,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;Thermomonas sp. HDW16
Pseudomonas putida,4511,4511,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida
Thermomonas brevis,4510,4510,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;Thermomonas brevis
Xanthomonas arboricola,4501,4501,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas arboricola
Actinotalea sp. JY-7876,4488,4488,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Actinotalea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Actinotalea;Actinotalea sp. JY-7876
Nocardiopsis sp. HDS12,4288,4288,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis sp. HDS12
Nocardiopsis dassonvillei,4271,4271,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis dassonvillei
Lysobacter maris,4209,4209,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter maris
