species,fastq_pass,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Unknown,2997512,2997512,Unclassified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Thermobacillus composti,4186,4186,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti
Sorangium cellulosum,4019,4019,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;Sorangium cellulosum
Luteimonas sp. MC1750,3759,3759,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. MC1750
Thermomonospora curvata,3749,3749,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora curvata
Limnochorda pilosa,3559,3559,Bacteria,Bacteria_none,Bacillota,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,Bacteria;Bacteria_none;Bacillota;Limnochordia;Limnochordales;Limnochordaceae;Limnochorda;Limnochorda pilosa
Escherichia albertii,3542,3542,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia albertii
Georgenia wutianyii,3454,3454,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Bogoriellaceae,Georgenia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia wutianyii
Iamia sp. SCSIO 61187,3436,3436,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia sp. SCSIO 61187
Ureibacillus thermosphaericus,3393,3393,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus thermosphaericus
Aquihabitans sp. G128,3358,3358,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans sp. G128
Micromonospora aurantiaca,3355,3355,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora aurantiaca
Anseongella ginsenosidimutans,3315,3315,Bacteria,Bacteria_none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Anseongella,Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Anseongella;Anseongella ginsenosidimutans
Iamia majanohamensis,3236,3236,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia majanohamensis
Rhodococcus rhodochrous,3132,3132,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus rhodochrous
Cellulosimicrobium cellulans,3086,3086,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;Cellulosimicrobium cellulans
Streptomyces sp. WAC 01438,2960,2960,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. WAC 01438
Thermaerobacter sp. FW80,2952,2952,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter sp. FW80
Paenibacillus larvae,2918,2918,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae
Streptomyces venezuelae,2773,2773,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces venezuelae
Pseudonocardia sp. DSM 110487,2756,2756,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. DSM 110487
Dietzia kunjamensis,2697,2697,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia kunjamensis
Micromonospora echinaurantiaca,2690,2690,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinaurantiaca
Polymorphospora rubra,2592,2592,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Polymorphospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Polymorphospora;Polymorphospora rubra
Aquihabitans sp. Kera 3,2578,2578,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans sp. Kera 3
Burkholderia cepacia,2571,2571,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia
Burkholderia cenocepacia,2570,2570,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cenocepacia
Mycolicibacterium phlei,2499,2499,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium phlei
Shigella flexneri,2491,2491,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri
Cellvibrio sp. PSBB006,2465,2465,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio sp. PSBB006
Symbiobacterium thermophilum,2430,2430,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium thermophilum
Micromonospora carbonacea,2409,2409,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora carbonacea
Stenotrophomonas maltophilia,2393,2393,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
Saccharomonospora azurea,2363,2363,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora azurea
Micromonospora echinofusca,2349,2349,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinofusca
Nocardiopsis sp. MT53,2334,2334,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis sp. MT53
Bordetella petrii,2265,2265,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella petrii
Luteimonas yindakuii,2247,2247,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas yindakuii
Caldimonas thermodepolymerans,2217,2217,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas;Caldimonas thermodepolymerans
Plantactinospora sp. KBS50,2192,2192,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Plantactinospora;Plantactinospora sp. KBS50
Micromonospora krabiensis,2162,2162,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora krabiensis
Luteimonas granuli,2139,2139,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas granuli
Phytohabitans suffuscus,2135,2135,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Phytohabitans,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans suffuscus
Micromonospora sp. WMMC415,2134,2134,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp. WMMC415
Streptomyces albidoflavus,2131,2131,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces albidoflavus
Phoenix dactylifera,2120,2120,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Phoenix,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Phoenix;Phoenix dactylifera
Catellatospora sp. IY07-71,2119,2119,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Catellatospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Catellatospora;Catellatospora sp. IY07-71
Micromonospora viridifaciens,2089,2089,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora viridifaciens
Citricoccus sp. SGAir0253,2071,2071,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Citricoccus;Citricoccus sp. SGAir0253
Micromonospora sagamiensis,2062,2062,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sagamiensis
Stenotrophomonas acidaminiphila,2017,2017,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas acidaminiphila
Luteimonas sp. YGD11-2,2010,2010,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. YGD11-2
Micromonospora inositola,2009,2009,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora inositola
Phytohabitans flavus,1946,1946,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Phytohabitans,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans flavus
Turicibacter bilis,1929,1929,Bacteria,Bacteria_none,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Bacteria;Bacteria_none;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter;Turicibacter bilis
Microbacterium hominis,1900,1900,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium hominis
Micromonospora sp. HM134,1890,1890,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp. HM134
Luteimonas sp. MC1825,1869,1869,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. MC1825
Micromonospora coxensis,1867,1867,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coxensis
Dactylosporangium aurantiacum,1858,1858,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Dactylosporangium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium aurantiacum
