species,fastq_pass,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Unknown,2448074,2448074,Unclassified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Ureibacillus thermosphaericus,10807,10807,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus thermosphaericus
Arachnia propionica,9344,9344,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia;Arachnia propionica
Georgenia wutianyii,9131,9131,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Bogoriellaceae,Georgenia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia wutianyii
Salmonella enterica,8688,8688,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica
Pseudomonas aeruginosa,8499,8499,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa
Homo sapiens,8464,8464,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Eukaryota;Metazoa;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
Corynebacterium glutamicum,8172,8172,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium glutamicum
Jeotgalibaca arthritidis,7281,7281,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;Jeotgalibaca arthritidis
Jeotgalicoccus sp. WY2,5977,5977,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus sp. WY2
Acetivibrio saccincola,5900,5900,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio;Acetivibrio saccincola
Thermobacillus composti,5854,5854,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti
Klebsiella quasipneumoniae,5820,5820,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasipneumoniae
Cereibacter azotoformans,5417,5417,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Cereibacter azotoformans
Streptomyces sp. Je 1-4 4N24_ara,5397,5397,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. Je 1-4 4N24_ara
Corynebacterium freneyi,5354,5354,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium freneyi
Acinetobacter lwoffii,5197,5197,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lwoffii
Symbiobacterium thermophilum,5157,5157,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium thermophilum
Citricoccus sp. SGAir0253,4846,4846,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Citricoccus;Citricoccus sp. SGAir0253
Dietzia sp. B32,4654,4654,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia sp. B32
Pseudoxanthomonas suwonensis,4545,4545,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas suwonensis
Paenibacillus larvae,4524,4524,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae
Thermobifida alba,4385,4385,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Thermobifida,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Thermobifida;Thermobifida alba
Ornithinimicrobium sp. HY006,4285,4285,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium sp. HY006
Stenotrophomonas maltophilia,3952,3952,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
Sorangium cellulosum,3927,3927,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;Sorangium cellulosum
Ornithinimicrobium flavum,3913,3913,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium flavum
Corynebacterium xerosis,3748,3748,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium xerosis
Turicibacter bilis,3439,3439,Bacteria,Bacteria_none,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Bacteria;Bacteria_none;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter;Turicibacter bilis
Staphylococcus equorum,3353,3353,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus equorum
Planococcus halotolerans,3159,3159,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus halotolerans
Brachybacterium faecium,3102,3102,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium faecium
Chelatococcus sp. CO-6,3077,3077,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus;Chelatococcus sp. CO-6
Brachybacterium saurashtrense,3016,3016,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium saurashtrense
Stutzerimonas stutzeri,2946,2946,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri
Planococcus glaciei,2797,2797,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus glaciei
Actinomadura sp. NAK00032,2767,2767,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura sp. NAK00032
Thermobispora bispora,2690,2690,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Thermobispora;Thermobispora bispora
Rhodococcus rhodochrous,2670,2670,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus rhodochrous
Pseudomonas saudiphocaensis,2663,2663,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas saudiphocaensis
Planococcus sp. 107-1,2618,2618,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus sp. 107-1
Corynebacterium casei,2566,2566,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium casei
Dietzia sp. oral taxon 368,2557,2557,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia sp. oral taxon 368
Dietzia lutea,2467,2467,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia lutea
Brachybacterium ginsengisoli,2445,2445,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium ginsengisoli
Lysobacter enzymogenes,2436,2436,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter enzymogenes
Aerococcus urinaeequi,2416,2416,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaeequi
Saccharomonospora glauca,2411,2411,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora glauca
Ornithinimicrobium avium,2405,2405,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium avium
Luteimonas sp. MC1750,2381,2381,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. MC1750
Jeotgalicoccus saudimassiliensis,2369,2369,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus saudimassiliensis
Luteimonas sp. JM171,2361,2361,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas sp. JM171
Pseudomonas putida,2345,2345,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida
Agrococcus sp. Marseille-Q4369,2240,2240,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agrococcus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;Agrococcus sp. Marseille-Q4369
Corynebacterium stationis,2167,2167,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium stationis
Corynebacterium maris,2123,2123,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium maris
Acinetobacter sp. F9,2122,2122,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. F9
Actinomadura madurae,2118,2118,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura madurae
Bacillus velezensis,2113,2113,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus velezensis
Actinomarinicola tropica,2111,2111,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Actinomarinicola;Actinomarinicola tropica
Halopseudomonas litoralis,2102,2102,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas;Halopseudomonas litoralis
Stenotrophomonas acidaminiphila,2076,2076,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas acidaminiphila
Thermoactinomyces vulgaris,2040,2040,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces vulgaris
Burkholderia multivorans,2040,2040,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia multivorans
Ornithinimicrobium pratense,1926,1926,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium pratense
Luteimonas granuli,1892,1892,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas granuli
Ureibacillus thermophilus,1891,1891,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus thermophilus
Cellulosimicrobium cellulans,1862,1862,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;Cellulosimicrobium cellulans
Sandaracinus amylolyticus,1824,1824,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus
Streptomyces lividans,1802,1802,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lividans
Actinomadura sp. WMMA1423,1776,1776,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura sp. WMMA1423
Ornithinimicrobium sp. JY.X270,1761,1761,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium sp. JY.X270
Brachybacterium sp. P6-10-X1,1730,1730,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium sp. P6-10-X1
Tessaracoccus sp. MC1865,1711,1711,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus sp. MC1865
Aquihabitans sp. Kera 3,1617,1617,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans sp. Kera 3
Xanthomonas citri,1593,1593,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri
Debaryomyces hansenii,1582,1582,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii
Micromonospora aurantiaca,1571,1571,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora aurantiaca
Microbacterium sp. A18JL241,1566,1566,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium sp. A18JL241
Brachybacterium vulturis,1558,1558,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium vulturis
Planococcus sp. MB-3u-03,1556,1556,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus sp. MB-3u-03
Mycolicibacterium pulveris,1541,1541,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium pulveris
